At_chr	At_start	At_end	Dt_chr	Dt_start	Dt_end	At_seqLen	Dt_seqLen
HC04_A09	4000000	5000000	HC04_D09	51000000	52000000	443496	438020
HC04_A09	4000000	5000000	HC04_D09	52000000	53000000	473518	483652
HC04_A09	40000000	41000000	HC04_D09	26000000	27000000	109966	96056
HC04_A09	40000000	41000000	HC04_D09	27000000	28000000	38599	43621
HC04_A09	41000000	42000000	HC04_D06	37000000	38000000	13792	7629
HC04_A09	41000000	42000000	HC04_D09	25000000	26000000	30203	29626
HC04_A09	41000000	42000000	HC04_D09	26000000	27000000	38407	41617
HC04_A09	47000000	48000000	HC04_D09	24000000	25000000	82855	66486
HC04_A09	48000000	49000000	HC04_D09	20000000	21000000	50099	45319
HC04_A09	48000000	49000000	HC04_D09	23000000	24000000	26477	42002
HC04_A09	48000000	49000000	HC04_D09	24000000	25000000	36833	54164
HC04_A09	49000000	50000000	HC04_D09	20000000	21000000	77094	55161
HC04_A09	5000000	6000000	HC04_D09	50000000	51000000	324644	297037
HC04_A09	5000000	6000000	HC04_D09	51000000	52000000	453725	453101
HC04_A09	53000000	54000000	HC04_D09	15000000	16000000	26391	26633
HC04_A09	57000000	58000000	HC04_D09	16000000	17000000	75928	71508
HC04_A09	58000000	59000000	HC04_D09	16000000	17000000	229674	274898
HC04_A09	6000000	7000000	HC04_D02	68000000	69000000	6505	6445
HC04_A09	6000000	7000000	HC04_D09	49000000	50000000	121130	116488
HC04_A09	6000000	7000000	HC04_D09	50000000	51000000	593488	563876
HC04_A09	63000000	64000000	HC04_D09	19000000	20000000	207443	216474
HC04_A09	67000000	68000000	HC04_D07	17000000	18000000	38701	20520
HC04_A09	67000000	68000000	HC04_D08	43000000	44000000	43845	26776
HC04_A09	68000000	69000000	HC04_D06	29000000	30000000	9957	17928
HC04_A09	68000000	69000000	HC04_D09	21000000	22000000	72993	76727
HC04_A09	7000000	8000000	HC04_D09	48000000	49000000	142056	119657
HC04_A09	7000000	8000000	HC04_D09	49000000	50000000	561235	498257
HC04_A09	71000000	72000000	HC04_D09	12000000	13000000	363373	328551
HC04_A09	77000000	78000000	HC04_D09	10000000	11000000	285769	283503
HC04_A09	77000000	78000000	HC04_D09	9000000	10000000	208364	199929
HC04_A09	78000000	79000000	HC04_D04	0	1000000	19541	25162
HC04_A09	78000000	79000000	HC04_D09	8000000	9000000	36653	22733
HC04_A09	78000000	79000000	HC04_D09	9000000	10000000	384306	366405
HC04_A09	79000000	80000000	HC04_D07	32000000	33000000	10027	11988
HC04_A09	79000000	80000000	HC04_D09	7000000	8000000	130963	130683
HC04_A09	79000000	80000000	HC04_D09	8000000	9000000	526961	472581
HC04_A09	79000000	80000000	HC04_D10	31000000	32000000	9884	8479
HC04_A09	8000000	9000000	HC04_D01	4000000	5000000	5480	5470
HC04_A09	8000000	9000000	HC04_D08	16000000	17000000	9845	12086
HC04_A09	8000000	9000000	HC04_D09	47000000	48000000	66262	62340
HC04_A09	8000000	9000000	HC04_D09	48000000	49000000	699744	697811
HC04_A09	8000000	9000000	HC04_D10	49000000	50000000	5480	5416
HC04_A09	8000000	9000000	HC04_D13	2000000	3000000	9060	6611
HC04_A09	80000000	81000000	HC04_D09	7000000	8000000	394597	387847
HC04_A09	81000000	82000000	HC04_D04	2000000	3000000	11940	11731
HC04_A09	81000000	82000000	HC04_D08	5000000	6000000	12109	7592
HC04_A09	81000000	82000000	HC04_D09	6000000	7000000	426493	339210
HC04_A09	81000000	82000000	HC04_D09	7000000	8000000	92878	94570
HC04_A09	82000000	83000000	HC04_D09	4000000	5000000	36067	24381
HC04_A09	82000000	83000000	HC04_D09	5000000	6000000	27027	36427
HC04_A09	82000000	83000000	HC04_D09	6000000	7000000	91335	85397
HC04_A09	82000000	83000000	HC04_D11	14000000	15000000	18483	19679
HC04_A09	82000000	83000000	HC04_D11	15000000	16000000	57622	41946
HC04_A09	82000000	83000000	HC04_D13	3000000	4000000	27850	11271
HC04_A09	83000000	84000000	HC04_D09	3000000	4000000	363377	352298
HC04_A09	83000000	84000000	HC04_D09	4000000	5000000	153131	165257
HC04_A09	84000000	85000000	HC04_D07	4000000	5000000	5206	5063
HC04_A09	84000000	85000000	HC04_D09	2000000	3000000	510237	537598
HC04_A09	84000000	85000000	HC04_D09	3000000	4000000	234586	262434
HC04_A09	84000000	85000000	HC04_D09	44000000	45000000	6095	8874
HC04_A09	85000000	86000000	HC04_D07	48000000	49000000	11620	12626
HC04_A09	85000000	86000000	HC04_D09	1000000	2000000	350103	377368
HC04_A09	85000000	86000000	HC04_D09	2000000	3000000	321798	303508
HC04_A09	86000000	87000000	HC04_D02	27000000	28000000	5421	5516
HC04_A09	86000000	87000000	HC04_D02	5000000	6000000	5596	5566
HC04_A09	86000000	87000000	HC04_D03	10000000	11000000	7889	7796
HC04_A09	86000000	87000000	HC04_D03	11000000	12000000	6421	6328
HC04_A09	86000000	87000000	HC04_D03	13000000	14000000	7853	7842
HC04_A09	86000000	87000000	HC04_D05	21000000	22000000	5723	5721
HC04_A09	86000000	87000000	HC04_D05	7000000	8000000	7853	7849
HC04_A09	86000000	87000000	HC04_D06	59000000	60000000	7890	13170
HC04_A09	86000000	87000000	HC04_D08	15000000	16000000	7890	7803
HC04_A09	86000000	87000000	HC04_D08	16000000	17000000	5723	5729
HC04_A09	86000000	87000000	HC04_D09	1000000	2000000	292624	339195
HC04_A09	86000000	87000000	HC04_D09	38000000	39000000	7883	7795
HC04_A09	86000000	87000000	HC04_D12	41000000	42000000	7853	7192
HC04_A09	9000000	10000000	HC04_D02	10000000	11000000	9553	9596
HC04_A09	9000000	10000000	HC04_D05	2000000	3000000	9548	9597
HC04_A09	9000000	10000000	HC04_D09	46000000	47000000	85646	85009
HC04_A09	9000000	10000000	HC04_D09	47000000	48000000	760374	765645
HC04_A09	9000000	10000000	HC04_D09	5000000	6000000	5005	8512
HC04_A09	9000000	10000000	HC04_D09	7000000	8000000	9224	9513
HC04_A10	0	1000000	HC04_D10	0	1000000	878067	884100
HC04_A10	0	1000000	HC04_D10	1000000	2000000	133270	144029
HC04_A10	1000000	2000000	HC04_D10	0	1000000	133270	144029
HC04_A10	1000000	2000000	HC04_D10	1000000	2000000	802364	805567
HC04_A10	1000000	2000000	HC04_D10	2000000	3000000	94704	88204
HC04_A10	102000000	103000000	HC04_D01	22000000	23000000	15492	15045
HC04_A10	102000000	103000000	HC04_D02	5000000	6000000	15492	15570
HC04_A10	102000000	103000000	HC04_D02	68000000	69000000	6459	6446
HC04_A10	102000000	103000000	HC04_D02	7000000	8000000	15490	18340
HC04_A10	102000000	103000000	HC04_D07	46000000	47000000	14260	20986
HC04_A10	102000000	103000000	HC04_D07	48000000	49000000	14885	14901
HC04_A10	102000000	103000000	HC04_D08	63000000	64000000	15179	16854
HC04_A10	102000000	103000000	HC04_D09	36000000	37000000	15189	17330
HC04_A10	102000000	103000000	HC04_D10	1000000	2000000	15492	15594
HC04_A10	102000000	103000000	HC04_D10	54000000	55000000	627349	628661
HC04_A10	102000000	103000000	HC04_D11	2000000	3000000	14260	25257
HC04_A10	102000000	103000000	HC04_D11	48000000	49000000	15179	17959
HC04_A10	102000000	103000000	HC04_D11	56000000	57000000	15194	18164
HC04_A10	103000000	104000000	HC04_D10	54000000	55000000	57480	54350
HC04_A10	104000000	105000000	HC04_D10	56000000	57000000	339234	310793
HC04_A10	105000000	106000000	HC04_D10	56000000	57000000	226839	248052
HC04_A10	105000000	106000000	HC04_D10	57000000	58000000	189057	190497
HC04_A10	106000000	107000000	HC04_D01	58000000	59000000	15232	13928
HC04_A10	106000000	107000000	HC04_D10	57000000	58000000	235148	223824
HC04_A10	106000000	107000000	HC04_D10	58000000	59000000	68153	80147
HC04_A10	107000000	108000000	HC04_D10	58000000	59000000	405132	388738
HC04_A10	107000000	108000000	HC04_D10	59000000	60000000	18942	12387
HC04_A10	108000000	109000000	HC04_D09	5000000	6000000	8757	5554
HC04_A10	108000000	109000000	HC04_D10	58000000	59000000	18942	12387
HC04_A10	108000000	109000000	HC04_D10	59000000	60000000	481800	461753
HC04_A10	110000000	111000000	HC04_D10	60000000	61000000	89569	95357
HC04_A10	110000000	111000000	HC04_D10	61000000	62000000	415504	390403
HC04_A10	111000000	112000000	HC04_D10	61000000	62000000	294196	284612
HC04_A10	111000000	112000000	HC04_D10	62000000	63000000	320400	341323
HC04_A10	112000000	113000000	HC04_D01	5000000	6000000	14050	13108
HC04_A10	112000000	113000000	HC04_D03	1000000	2000000	8565	5176
HC04_A10	112000000	113000000	HC04_D09	51000000	52000000	14050	13170
HC04_A10	112000000	113000000	HC04_D10	50000000	51000000	11128	9284
HC04_A10	112000000	113000000	HC04_D10	62000000	63000000	469942	435833
HC04_A10	112000000	113000000	HC04_D10	63000000	64000000	187143	171248
HC04_A10	113000000	114000000	HC04_D10	63000000	64000000	114505	116690
HC04_A10	113000000	114000000	HC04_D10	64000000	65000000	291211	298656
HC04_A10	114000000	115000000	HC04_D02	6000000	7000000	14586	11434
HC04_A10	114000000	115000000	HC04_D05	58000000	59000000	12614	10616
HC04_A10	114000000	115000000	HC04_D07	3000000	4000000	37605	34619
HC04_A10	114000000	115000000	HC04_D07	58000000	59000000	16391	12969
HC04_A10	114000000	115000000	HC04_D10	64000000	65000000	254365	232436
HC04_A10	114000000	115000000	HC04_D10	65000000	66000000	421164	450263
HC04_A10	114000000	115000000	HC04_D13	58000000	59000000	16386	16258
HC04_A10	115000000	116000000	HC04_D10	65000000	66000000	149214	156070
HC04_A10	115000000	116000000	HC04_D10	66000000	67000000	434395	470241
HC04_A10	115000000	116000000	HC04_D10	67000000	68000000	149964	144802
HC04_A10	116000000	117000000	HC04_D02	10000000	11000000	9716	9596
HC04_A10	116000000	117000000	HC04_D05	2000000	3000000	9711	9597
HC04_A10	116000000	117000000	HC04_D09	7000000	8000000	9387	9513
HC04_A10	116000000	117000000	HC04_D10	56000000	57000000	12640	9479
HC04_A10	116000000	117000000	HC04_D10	67000000	68000000	274461	267306
HC04_A10	117000000	118000000	HC04_D10	67000000	68000000	209980	200999
HC04_A10	117000000	118000000	HC04_D11	65000000	66000000	5080	6735
HC04_A10	13000000	14000000	HC04_D09	45000000	46000000	6394	8467
HC04_A10	13000000	14000000	HC04_D10	16000000	17000000	160734	150553
HC04_A10	13000000	14000000	HC04_D10	7000000	8000000	307589	326726
HC04_A10	13000000	14000000	HC04_D10	8000000	9000000	98713	104815
HC04_A10	16000000	17000000	HC04_D11	0	1000000	36895	29597
HC04_A10	16000000	17000000	HC04_D11	4000000	5000000	36895	29600
HC04_A10	16000000	17000000	HC04_D11	5000000	6000000	15216	10661
HC04_A10	2000000	3000000	HC04_D10	1000000	2000000	94704	88204
HC04_A10	2000000	3000000	HC04_D10	2000000	3000000	932250	926216
HC04_A10	20000000	21000000	HC04_D02	25000000	26000000	5427	5866
HC04_A10	20000000	21000000	HC04_D06	29000000	30000000	7827	7195
HC04_A10	20000000	21000000	HC04_D08	3000000	4000000	55062	46475
HC04_A10	20000000	21000000	HC04_D10	11000000	12000000	379369	376102
HC04_A10	21000000	22000000	HC04_D10	11000000	12000000	367275	329858
HC04_A10	21000000	22000000	HC04_D10	49000000	50000000	111963	101768
HC04_A10	22000000	23000000	HC04_D10	48000000	49000000	234817	191199
HC04_A10	22000000	23000000	HC04_D10	49000000	50000000	281423	290961
HC04_A10	23000000	24000000	HC04_D10	48000000	49000000	467504	414846
HC04_A10	24000000	25000000	HC04_D10	48000000	49000000	25492	21247
HC04_A10	3000000	4000000	HC04_D01	0	1000000	18077	17363
HC04_A10	3000000	4000000	HC04_D01	1000000	2000000	18077	17363
HC04_A10	3000000	4000000	HC04_D01	2000000	3000000	35422	33262
HC04_A10	3000000	4000000	HC04_D02	10000000	11000000	16405	15832
HC04_A10	3000000	4000000	HC04_D03	4000000	5000000	15918	13040
HC04_A10	3000000	4000000	HC04_D03	5000000	6000000	15591	14877
HC04_A10	3000000	4000000	HC04_D03	7000000	8000000	12724	14832
HC04_A10	3000000	4000000	HC04_D04	56000000	57000000	18049	16779
HC04_A10	3000000	4000000	HC04_D05	28000000	29000000	15892	15239
HC04_A10	3000000	4000000	HC04_D08	67000000	68000000	13015	12930
HC04_A10	3000000	4000000	HC04_D10	2000000	3000000	61689	58985
HC04_A10	3000000	4000000	HC04_D10	3000000	4000000	702302	655415
HC04_A10	3000000	4000000	HC04_D11	11000000	12000000	12724	13978
HC04_A10	3000000	4000000	HC04_D11	62000000	63000000	12790	15910
HC04_A10	3000000	4000000	HC04_D12	40000000	41000000	15954	15127
HC04_A10	3000000	4000000	HC04_D12	42000000	43000000	15149	12912
HC04_A10	34000000	35000000	HC04_D06	13000000	14000000	10652	9534
HC04_A10	4000000	5000000	HC04_D10	3000000	4000000	235225	218382
HC04_A10	4000000	5000000	HC04_D10	4000000	5000000	566129	573670
HC04_A10	42000000	43000000	HC04_D13	3000000	4000000	5033	5038
HC04_A10	48000000	49000000	HC04_D10	40000000	41000000	10810	10836
HC04_A10	48000000	49000000	HC04_D12	18000000	19000000	16533	11528
HC04_A10	48000000	49000000	HC04_D12	19000000	20000000	80790	76476
HC04_A10	48000000	49000000	HC04_D13	30000000	31000000	5543	5634
HC04_A10	5000000	6000000	HC04_D10	4000000	5000000	359371	364347
HC04_A10	5000000	6000000	HC04_D10	5000000	6000000	344324	346533
HC04_A10	6000000	7000000	HC04_D06	1000000	2000000	6312	8854
HC04_A10	6000000	7000000	HC04_D10	5000000	6000000	452509	447305
HC04_A10	6000000	7000000	HC04_D10	6000000	7000000	98260	101398
HC04_A10	7000000	8000000	HC04_D05	13000000	14000000	6937	5042
HC04_A10	7000000	8000000	HC04_D05	59000000	60000000	9224	13997
HC04_A10	7000000	8000000	HC04_D06	55000000	56000000	6891	6114
HC04_A10	7000000	8000000	HC04_D09	29000000	30000000	6998	8477
HC04_A10	7000000	8000000	HC04_D10	6000000	7000000	603355	602377
HC04_A10	70000000	71000000	HC04_D02	49000000	50000000	5081	6621
HC04_A10	70000000	71000000	HC04_D10	28000000	29000000	268995	262241
HC04_A10	71000000	72000000	HC04_D02	29000000	30000000	11419	10571
HC04_A10	71000000	72000000	HC04_D10	28000000	29000000	138410	138002
HC04_A10	73000000	74000000	HC04_D05	62000000	63000000	9269	10238
HC04_A10	73000000	74000000	HC04_D10	25000000	26000000	170471	137941
HC04_A10	74000000	75000000	HC04_D06	36000000	37000000	15605	18638
HC04_A10	74000000	75000000	HC04_D10	25000000	26000000	220878	206693
HC04_A10	75000000	76000000	HC04_D03	10000000	11000000	6220	6236
HC04_A10	75000000	76000000	HC04_D10	25000000	26000000	22344	21305
HC04_A10	76000000	77000000	HC04_D07	59000000	60000000	10832	12107
HC04_A10	76000000	77000000	HC04_D09	30000000	31000000	5520	5332
HC04_A10	76000000	77000000	HC04_D10	24000000	25000000	221036	220203
HC04_A10	76000000	77000000	HC04_D10	25000000	26000000	87062	74076
HC04_A10	8000000	9000000	HC04_D02	6000000	7000000	10456	10976
HC04_A10	8000000	9000000	HC04_D05	58000000	59000000	11065	10565
HC04_A10	8000000	9000000	HC04_D07	3000000	4000000	27050	28001
HC04_A10	8000000	9000000	HC04_D07	58000000	59000000	10454	10826
HC04_A10	8000000	9000000	HC04_D10	16000000	17000000	137831	136454
HC04_A10	8000000	9000000	HC04_D10	6000000	7000000	57406	62174
HC04_A10	8000000	9000000	HC04_D10	7000000	8000000	207064	185891
HC04_A10	8000000	9000000	HC04_D13	58000000	59000000	10442	13724
HC04_A10	82000000	83000000	HC04_D03	22000000	23000000	23330	13950
HC04_A10	82000000	83000000	HC04_D10	20000000	21000000	51015	51070
HC04_A10	83000000	84000000	HC04_D08	61000000	62000000	8745	8083
HC04_A10	83000000	84000000	HC04_D10	20000000	21000000	65814	75093
HC04_A10	83000000	84000000	HC04_D10	25000000	26000000	9384	6494
HC04_A10	83000000	84000000	HC04_D11	46000000	47000000	8184	8987
HC04_A10	83000000	84000000	HC04_D12	6000000	7000000	8222	6711
HC04_A10	85000000	86000000	HC04_D05	57000000	58000000	7884	16442
HC04_A10	85000000	86000000	HC04_D10	20000000	21000000	148411	175443
HC04_A10	86000000	87000000	HC04_D02	63000000	64000000	9019	8784
HC04_A10	86000000	87000000	HC04_D10	19000000	20000000	364750	334679
HC04_A10	86000000	87000000	HC04_D10	20000000	21000000	22392	27948
HC04_A10	87000000	88000000	HC04_D01	32000000	33000000	14200	14896
HC04_A10	87000000	88000000	HC04_D05	19000000	20000000	7215	6298
HC04_A10	87000000	88000000	HC04_D05	56000000	57000000	38766	37795
HC04_A10	87000000	88000000	HC04_D06	62000000	63000000	8365	9073
HC04_A10	87000000	88000000	HC04_D10	19000000	20000000	229501	237585
HC04_A10	90000000	91000000	HC04_D10	17000000	18000000	234219	228225
HC04_A10	91000000	92000000	HC04_D10	17000000	18000000	57388	49494
HC04_A10	92000000	93000000	HC04_D09	44000000	45000000	5485	8874
HC04_A10	92000000	93000000	HC04_D10	16000000	17000000	13990	6289
HC04_A10	92000000	93000000	HC04_D10	17000000	18000000	323827	298961
HC04_A10	99000000	100000000	HC04_D10	52000000	53000000	308856	319106
HC04_A11	0	1000000	HC04_D06	0	1000000	6391	6271
HC04_A11	0	1000000	HC04_D11	72000000	73000000	458228	445096
HC04_A11	1000000	2000000	HC04_D11	71000000	72000000	523752	495835
HC04_A11	1000000	2000000	HC04_D11	72000000	73000000	512048	522233
HC04_A11	10000000	11000000	HC04_D06	10000000	11000000	5001	6247
HC04_A11	10000000	11000000	HC04_D10	59000000	60000000	5004	6882
HC04_A11	10000000	11000000	HC04_D11	63000000	64000000	496588	490297
HC04_A11	10000000	11000000	HC04_D11	64000000	65000000	137249	131907
HC04_A11	106000000	107000000	HC04_D07	39000000	40000000	9452	7037
HC04_A11	106000000	107000000	HC04_D11	15000000	16000000	387019	374007
HC04_A11	106000000	107000000	HC04_D11	16000000	17000000	207170	204447
HC04_A11	106000000	107000000	HC04_D12	10000000	11000000	7853	6045
HC04_A11	107000000	108000000	HC04_D01	52000000	53000000	7948	9423
HC04_A11	107000000	108000000	HC04_D07	2000000	3000000	46664	36381
HC04_A11	107000000	108000000	HC04_D11	14000000	15000000	201666	197978
HC04_A11	107000000	108000000	HC04_D11	15000000	16000000	309536	310357
HC04_A11	107000000	108000000	HC04_D13	3000000	4000000	40959	18798
HC04_A11	108000000	109000000	HC04_D07	8000000	9000000	6890	6922
HC04_A11	108000000	109000000	HC04_D08	21000000	22000000	20590	14962
HC04_A11	108000000	109000000	HC04_D11	14000000	15000000	435902	430882
HC04_A11	109000000	110000000	HC04_D11	13000000	14000000	464634	435004
HC04_A11	109000000	110000000	HC04_D11	14000000	15000000	10376	9313
HC04_A11	11000000	12000000	HC04_D11	62000000	63000000	241730	267888
HC04_A11	11000000	12000000	HC04_D11	63000000	64000000	269529	251766
HC04_A11	110000000	111000000	HC04_D11	12000000	13000000	297587	293769
HC04_A11	110000000	111000000	HC04_D11	13000000	14000000	350502	322717
HC04_A11	111000000	112000000	HC04_D05	30000000	31000000	16108	20022
HC04_A11	111000000	112000000	HC04_D06	49000000	50000000	16348	16884
HC04_A11	111000000	112000000	HC04_D11	11000000	12000000	321814	302849
HC04_A11	111000000	112000000	HC04_D11	12000000	13000000	340696	315597
HC04_A11	112000000	113000000	HC04_D06	33000000	34000000	11726	9643
HC04_A11	112000000	113000000	HC04_D11	10000000	11000000	152478	153927
HC04_A11	112000000	113000000	HC04_D11	11000000	12000000	359375	382485
HC04_A11	113000000	114000000	HC04_D11	10000000	11000000	677579	616841
HC04_A11	114000000	115000000	HC04_D03	50000000	51000000	8362	8487
HC04_A11	114000000	115000000	HC04_D11	10000000	11000000	26205	27199
HC04_A11	114000000	115000000	HC04_D11	9000000	10000000	376842	382169
HC04_A11	114000000	115000000	HC04_D13	47000000	48000000	11921	11627
HC04_A11	115000000	116000000	HC04_D11	8000000	9000000	162192	141497
HC04_A11	116000000	117000000	HC04_D04	51000000	52000000	9134	9706
HC04_A11	116000000	117000000	HC04_D05	25000000	26000000	6459	6298
HC04_A11	116000000	117000000	HC04_D05	62000000	63000000	9153	10699
HC04_A11	116000000	117000000	HC04_D07	12000000	13000000	9153	9711
HC04_A11	116000000	117000000	HC04_D08	69000000	70000000	9134	9621
HC04_A11	116000000	117000000	HC04_D09	26000000	27000000	8787	12400
HC04_A11	116000000	117000000	HC04_D11	56000000	57000000	9153	9718
HC04_A11	116000000	117000000	HC04_D11	7000000	8000000	326308	304309
HC04_A11	116000000	117000000	HC04_D11	8000000	9000000	60440	51997
HC04_A11	116000000	117000000	HC04_D12	51000000	52000000	8787	9348
HC04_A11	116000000	117000000	HC04_D13	59000000	60000000	9153	9722
HC04_A11	116000000	117000000	HC04_D13	61000000	62000000	8787	9268
HC04_A11	117000000	118000000	HC04_D01	61000000	62000000	12709	6711
HC04_A11	117000000	118000000	HC04_D04	58000000	59000000	5435	5429
HC04_A11	117000000	118000000	HC04_D11	6000000	7000000	303506	297468
HC04_A11	117000000	118000000	HC04_D13	47000000	48000000	18866	11508
HC04_A11	118000000	119000000	HC04_D11	5000000	6000000	357570	348242
HC04_A11	118000000	119000000	HC04_D11	6000000	7000000	88750	70997
HC04_A11	119000000	120000000	HC04_D02	6000000	7000000	11245	11434
HC04_A11	119000000	120000000	HC04_D05	58000000	59000000	10177	10616
HC04_A11	119000000	120000000	HC04_D07	3000000	4000000	33733	34403
HC04_A11	119000000	120000000	HC04_D07	58000000	59000000	13141	12969
HC04_A11	119000000	120000000	HC04_D11	0	1000000	31425	37844
HC04_A11	119000000	120000000	HC04_D11	4000000	5000000	222597	207707
HC04_A11	119000000	120000000	HC04_D11	5000000	6000000	115054	124662
HC04_A11	119000000	120000000	HC04_D13	58000000	59000000	13136	16258
HC04_A11	12000000	13000000	HC04_D11	61000000	62000000	181009	170888
HC04_A11	12000000	13000000	HC04_D11	62000000	63000000	429102	405603
HC04_A11	120000000	121000000	HC04_D11	3000000	4000000	527717	530903
HC04_A11	120000000	121000000	HC04_D11	4000000	5000000	97102	99999
HC04_A11	121000000	122000000	HC04_D10	0	1000000	13587	13400
HC04_A11	121000000	122000000	HC04_D11	2000000	3000000	217993	197857
HC04_A11	121000000	122000000	HC04_D11	3000000	4000000	272726	253289
HC04_A11	121000000	122000000	HC04_D11	6000000	7000000	10263	5916
HC04_A11	122000000	123000000	HC04_D01	58000000	59000000	10269	5801
HC04_A11	122000000	123000000	HC04_D11	1000000	2000000	259794	258491
HC04_A11	122000000	123000000	HC04_D11	2000000	3000000	198313	192505
HC04_A11	122000000	123000000	HC04_D11	4000000	5000000	7062	8174
HC04_A11	122000000	123000000	HC04_D11	6000000	7000000	8370	5292
HC04_A11	123000000	124000000	HC04_D07	0	1000000	5773	5750
HC04_A11	123000000	124000000	HC04_D09	52000000	53000000	11186	12092
HC04_A11	123000000	124000000	HC04_D10	52000000	53000000	5868	5904
HC04_A11	123000000	124000000	HC04_D11	0	1000000	474259	474885
HC04_A11	123000000	124000000	HC04_D11	1000000	2000000	303340	324434
HC04_A11	123000000	124000000	HC04_D13	3000000	4000000	5037	5038
HC04_A11	15000000	16000000	HC04_D11	59000000	60000000	414169	426283
HC04_A11	15000000	16000000	HC04_D11	60000000	61000000	333451	280803
HC04_A11	16000000	17000000	HC04_D11	58000000	59000000	98863	116999
HC04_A11	16000000	17000000	HC04_D11	59000000	60000000	354184	335606
HC04_A11	17000000	18000000	HC04_D02	5000000	6000000	7687	5300
HC04_A11	17000000	18000000	HC04_D03	10000000	11000000	7680	7684
HC04_A11	17000000	18000000	HC04_D03	11000000	12000000	6550	7290
HC04_A11	17000000	18000000	HC04_D03	13000000	14000000	8573	8743
HC04_A11	17000000	18000000	HC04_D05	21000000	22000000	5945	6679
HC04_A11	17000000	18000000	HC04_D05	7000000	8000000	8573	8758
HC04_A11	17000000	18000000	HC04_D06	59000000	60000000	8573	8755
HC04_A11	17000000	18000000	HC04_D08	15000000	16000000	7687	8442
HC04_A11	17000000	18000000	HC04_D08	16000000	17000000	5945	6691
HC04_A11	17000000	18000000	HC04_D09	38000000	39000000	7680	7689
HC04_A11	17000000	18000000	HC04_D11	58000000	59000000	702318	663126
HC04_A11	17000000	18000000	HC04_D12	41000000	42000000	7687	7294
HC04_A11	18000000	19000000	HC04_D11	57000000	58000000	411873	378570
HC04_A11	18000000	19000000	HC04_D11	58000000	59000000	84486	88194
HC04_A11	19000000	20000000	HC04_D11	56000000	57000000	378484	320164
HC04_A11	19000000	20000000	HC04_D11	57000000	58000000	305061	276246
HC04_A11	2000000	3000000	HC04_D11	70000000	71000000	503891	470220
HC04_A11	2000000	3000000	HC04_D11	71000000	72000000	476315	425038
HC04_A11	20000000	21000000	HC04_D11	55000000	56000000	155463	134110
HC04_A11	20000000	21000000	HC04_D11	56000000	57000000	545902	548184
HC04_A11	21000000	22000000	HC04_D02	5000000	6000000	8274	7834
HC04_A11	21000000	22000000	HC04_D03	10000000	11000000	7780	7684
HC04_A11	21000000	22000000	HC04_D03	11000000	12000000	6645	7287
HC04_A11	21000000	22000000	HC04_D03	13000000	14000000	8482	8678
HC04_A11	21000000	22000000	HC04_D05	21000000	22000000	5950	6676
HC04_A11	21000000	22000000	HC04_D05	7000000	8000000	8482	8693
HC04_A11	21000000	22000000	HC04_D06	59000000	60000000	8482	8690
HC04_A11	21000000	22000000	HC04_D08	15000000	16000000	7784	8439
HC04_A11	21000000	22000000	HC04_D08	16000000	17000000	5950	6688
HC04_A11	21000000	22000000	HC04_D09	38000000	39000000	7780	7689
HC04_A11	21000000	22000000	HC04_D11	54000000	55000000	70960	85843
HC04_A11	21000000	22000000	HC04_D11	55000000	56000000	621155	621587
HC04_A11	21000000	22000000	HC04_D12	41000000	42000000	7784	7291
HC04_A11	22000000	23000000	HC04_D11	54000000	55000000	652189	651360
HC04_A11	22000000	23000000	HC04_D11	55000000	56000000	70960	85843
HC04_A11	23000000	24000000	HC04_D11	53000000	54000000	449378	439131
HC04_A11	23000000	24000000	HC04_D11	54000000	55000000	120454	134899
HC04_A11	25000000	26000000	HC04_D11	51000000	52000000	60986	68053
HC04_A11	26000000	27000000	HC04_D11	51000000	52000000	442873	414436
HC04_A11	3000000	4000000	HC04_D11	69000000	70000000	253343	253427
HC04_A11	3000000	4000000	HC04_D11	70000000	71000000	631570	615210
HC04_A11	3000000	4000000	HC04_D13	47000000	48000000	11664	11585
HC04_A11	4000000	5000000	HC04_D10	31000000	32000000	5462	5452
HC04_A11	4000000	5000000	HC04_D11	68000000	69000000	133072	122421
HC04_A11	4000000	5000000	HC04_D11	69000000	70000000	581475	585318
HC04_A11	46000000	47000000	HC04_D07	42000000	43000000	17007	9271
HC04_A11	5000000	6000000	HC04_D05	55000000	56000000	5699	5782
HC04_A11	5000000	6000000	HC04_D08	65000000	66000000	12186	9453
HC04_A11	5000000	6000000	HC04_D11	67000000	68000000	122692	118407
HC04_A11	5000000	6000000	HC04_D11	68000000	69000000	748274	741023
HC04_A11	6000000	7000000	HC04_D11	66000000	67000000	67550	41346
HC04_A11	6000000	7000000	HC04_D11	67000000	68000000	794592	777598
HC04_A11	6000000	7000000	HC04_D12	44000000	45000000	8356	5849
HC04_A11	65000000	66000000	HC04_D11	46000000	47000000	116006	148672
HC04_A11	68000000	69000000	HC04_D08	12000000	13000000	10835	6466
HC04_A11	7000000	8000000	HC04_D07	7000000	8000000	5880	5589
HC04_A11	7000000	8000000	HC04_D11	65000000	66000000	38951	39068
HC04_A11	7000000	8000000	HC04_D11	66000000	67000000	845719	812711
HC04_A11	7000000	8000000	HC04_D11	67000000	68000000	40310	22302
HC04_A11	72000000	73000000	HC04_D05	44000000	45000000	30926	40452
HC04_A11	72000000	73000000	HC04_D13	29000000	30000000	11760	7698
